Disease Name,Overview,Symptoms,URL
Narcissistic personality disorder,"Narcissistic personality disorder is a mental health condition in which people have an unreasonably high sense of their own importance. They need and seek too much attention and want people to admire them. People with this disorder may lack the ability to understand or care about the feelings of others. But behind this mask of extreme confidence, they are not sure of their self-worth and are easily upset by the slightest criticism.
A narcissistic personality disorder causes problems in many areas of life, such as relationships, work, school or financial matters. People with narcissistic personality disorder may be generally unhappy and disappointed when they're not given the special favors or admiration that they believe they deserve. They may find their relationships troubled and unfulfilling, and other people may not enjoy being around them.
Treatment for narcissistic personality disorder centers around talk therapy, also called psychotherapy.
Narcissistic personality disorder affects more males than females, and it often begins in the teens or early adulthood. Some children may show traits of narcissism, but this is often typical for their age and doesn't mean they'll go on to develop narcissistic personality disorder.","Symptoms of narcissistic personality disorder and how severe they are can vary. People with the disorder can: | Have an unreasonably high sense of self-importance and require constant, excessive admiration. | Feel that they deserve privileges and special treatment. | Expect to be recognized as superior even without achievements. | Make achievements and talents seem bigger than they are. | Be preoccupied with fantasies about success, power, brilliance, beauty or the perfect mate. | Believe they are superior to others and can only spend time with or be understood by equally special people. | Be critical of and look down on people they feel are not important. | Expect special favors and expect other people to do what they want without questioning them. | Take advantage of others to get what they want. | Have an inability or unwillingness to recognize the needs and feelings of others. | Be envious of others and believe others envy them. | Behave in an arrogant way, brag a lot and come across as conceited. | Insist on having the best of everything — for instance, the best car or office. | At the same time, people with narcissistic personality disorder have trouble handling anything they view as criticism. They can: | Become impatient or angry when they don't receive special recognition or treatment. | Have major problems interacting with others and easily feel slighted. | React with rage or contempt and try to belittle other people to make themselves appear superior. | Have difficulty managing their emotions and behavior. | Experience major problems dealing with stress and adapting to change. | Withdraw from or avoid situations in which they might fail. | Feel depressed and moody because they fall short of perfection. | Have secret feelings of insecurity, shame, humiliation and fear of being exposed as a failure.",https://www.mayoclinic.org/diseases-conditions/narcissistic-personality-disorder/symptoms-causes/syc-20366662
Schizoid personality disorder,"Schizoid personality disorder is a condition where a person shows very little, if any, interest and ability to form relationships with other people. It's very hard for the person to express a full range of emotions.
If you have schizoid personality disorder, you may be seen as keeping to yourself or rejecting others. You may not be interested in or able to form close friendships or romantic relationships. Because you do not tend to show emotion, it may appear that you do not care about others or what's going on around you.
Schizoid personality disorder is less common than other personality disorders, but it's much more common than schizophrenia. The cause is not known. Some symptoms of schizoid personality disorder are similar to autism spectrum disorders, other personality disorders — especially avoidant personality disorder — and early symptoms of schizophrenia.
Talk therapy, also called psychotherapy, can help those who know they need to improve relationships with others. But it's common to feel unsure about change. Medicines are mainly used to treat mental health conditions that occur along with schizoid personality disorder, rather than the disorder itself.","If you have schizoid personality disorder, it's likely that you: | Want to be alone and do activities alone. | Do not want or enjoy close relationships. | Feel little if any desire for sexual relationships. | Take pleasure in few activities, if any. | Find it hard to express your emotions and react. | May lack humor or not be interested in others. Or you may be cold toward others. | May lack the drive that makes you want to reach goals. | Do not react to praise or criticism from others. | People may view you as odd or unusual. | Schizoid personality disorder most often begins when a person is a young adult. But some symptoms might be noticed during childhood. These symptoms may make it hard to do well in school, at work, in social situations or in other areas of life. But the person may do well if the job can be done by mostly working alone.",https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414
Schizotypal personality disorder,"People with schizotypal personality disorder are often described as odd or eccentric, and they usually have few, if any, close relationships. They generally don't know how relationships form or how their behavior affects others. They also tend to misinterpret others' motivations and behaviors and greatly distrust others.
These problems may lead to severe anxiety and a tendency to stay away from social situations. That's because people with schizotypal personality disorder tend to hold odd beliefs and may find it hard to respond correctly to social cues.
Schizotypal personality disorder usually is diagnosed in early adulthood, although some features of this condition may show up during childhood and the teen years. It's likely to be a lifelong condition. Treatments, such as medicines and therapy, can make symptoms better.","Schizotypal personality disorder usually includes five or more of these symptoms. The person may: | Be a loner and lack close friends and other relationships outside of the immediate family. | Have flat emotions or have emotional responses that are limited or not proper socially. | Have too much social anxiety, which is ongoing. | Incorrectly interpret events, such as feeling that something harmless or not offensive has a direct personal meaning. | Have strange or unusual thinking, beliefs or mannerisms. | Have suspicious or paranoid thoughts and constant doubts about the loyalty of others. | Believe in special powers, such as mental telepathy or superstitions. | Have unusual thoughts, such as sensing an absent person's presence, or having illusions. | Dress in odd ways, such as appearing messy or wearing oddly matched clothes. | Speak in an odd way, such as vague or unusual patterns of speaking, or ramble oddly while speaking. | Symptoms of schizotypal personality disorder, such as more interest in activities done alone or a high level of social anxiety, may be seen in the teen years. The child may not do well in school or appear socially out of step with peers. This may lead to teasing or bullying.",https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919
Personality disorders,"People have unique personalities made up of a complex combination of different traits. Personality traits affect how people understand and relate to the world around them, as well as how they see themselves.
Ideally, people's personality traits allow them to flexibly adapt to their changing environment in ways that lead to more healthy relationships with others and better coping strategies. When people have personality traits that are less adaptive, this leads to inflexibility and unhealthy coping. For example, they may manage stress by drinking or misusing drugs, have a hard time managing their anger, and find it hard to trust and connect with others.
Personality forms early in life. It is shaped through a blend of your:
A personality disorder is a mental health condition where people have a lifelong pattern of seeing themselves and reacting to others in ways that cause problems. People with personality disorders often have a hard time understanding emotions and tolerating distress. And they act impulsively. This makes it hard for them to relate to others, causing serious issues, and affecting their family life, social activities, work and school performance, and overall quality of life.","In some cases, you may not know that you have a personality disorder. That's because how you think and behave seems natural to you. You also may think others are responsible for your challenges. | There are many types of personality disorders, each with important differences. These disorders are organized into three groups, or clusters, with shared features and symptoms:",https://www.mayoclinic.org/diseases-conditions/personality-disorders/symptoms-causes/syc-20354463
Whooping cough,,,https://www.mayoclinic.org/diseases-conditions/whooping-cough/symptoms-causes/syc-20378973
Flatfeet,"Flatfeet is a common condition, also known as flatfoot, in which the arches on the inside of the feet flatten when pressure is put on them. When people with flatfeet stand up, the feet point outward, and the entire soles of the feet fall and touch the floor.
Flatfeet can occur when the arches don't develop during childhood. It can also develop later in life after an injury or from the simple wear-and-tear stresses of age.
Flatfeet is usually painless. If you aren't having pain, no treatment is necessary. However, if flatfeet is causing you pain and limiting what you want to do, then an evaluation from a specialist may be warranted.","Most people have no symptoms associated with flatfeet. But some people with flatfeet experience foot pain, particularly in the heel or arch area. Pain may worsen with activity. Swelling may occur along the inside of the ankle.",https://www.mayoclinic.org/diseases-conditions/flatfeet/symptoms-causes/syc-20372604
Pet allergy,,,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192
Absence seizure,"Absence seizures involve brief, sudden lapses of consciousness. They're more common in children than in adults.
A person having an absence seizure may stare blankly into space for a few seconds. Then the person typically returns quickly to being alert. This type of seizure usually doesn't lead to physical injury. But injury can happen if someone is driving a car or riding a bike when the seizure happens.
Absence seizures usually can be managed with antiseizure medicines. Some children who have them also develop other seizures, such as generalized tonic-clonic seizures or myoclonic seizures. Many children outgrow absence seizures in their teens.","A simple absence seizure causes a vacant stare, which may be mistaken for a brief lapse in attention. The seizure lasts about 10 seconds, though it may last as long as 30 seconds. There's no confusion, headache or drowsiness after the seizure. | Symptoms of absence seizures include: | A sudden stop in activity without falling. | Lip smacking. | Eyelid flutters. | Chewing motions. | Finger rubbing. | Small movements of both hands. | Afterward, there's usually no memory of the incident. But if the seizure is longer, the person may be aware of missed time. Some people have many episodes daily. When it happens, it can interfere with school or daily activities. | A child may have absence seizures for some time before an adult notices them. This is because the seizures are so brief. A decline in a child's learning ability may be the first sign of the seizure disorder. Teachers may say the child has trouble paying attention or that a child is often daydreaming.",https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683
Peyronie disease,"Peyronie (pay-roe-NEE) disease is a condition in which fibrous scar tissue forms in the deeper tissues under the skin of the penis. This causes curved, painful erections. It also can make the penis shorter while erect. Peyronie disease is not caused by cancer.
Penises vary in shape and size. So having a curved erection isn't always a cause for concern. But Peyronie disease causes a serious bend or pain in some people.
This can prevent you from having sex. Or it might make it hard to get or keep an erection, which also is called erectile dysfunction. For many people, Peyronie disease also causes stress and anxiety.
Peyronie disease rarely goes away on its own. In most people with the condition, it will remain as is or may get slightly worse early on. Early treatment soon after you get the condition may keep it from getting worse or even improve symptoms. Even if you've had Peyronie disease for some time, treatment may help ease symptoms such as pain, curving and shortening.","Peyronie disease symptoms might start suddenly or appear over time. The most common symptoms include: | Scar tissue.The scar tissue linked with Peyronie disease also is called plaque. It's different from plaque that can build up in blood vessels or on your teeth. It can be felt under the skin of the penis as flat lumps or a band of hard tissue. The area over the scar tissue may feel tender. | A bend to the penis.The penis might curve upward or downward or bend to one side. | Erection problems.Peyronie disease might cause problems getting or keeping an erection. This also is called erectile dysfunction. Often though, people with Peyronie disease say they notice erectile dysfunction before the start of their other penile symptoms. | Shortening of the penis.The penis might become shorter during erections due to Peyronie disease. | Pain in the penis.This symptom might happen with or without an erection. | Other changes in how the penis looks.In some people with Peyronie disease, the erect penis might look narrow or indented. It might even take on an hourglass-like shape, with a tight, narrow band around the shaft. | The curving and penile shortening linked with Peyronie disease might become worse over time. Physical changes in the penis often get worse or stay the same during the first year to year and a half. | Pain during erections usually gets better within 1 to 2 years. The scar tissue, penile shortening and curving often remain. It's not common, but the curving and pain of Peyronie disease can get better without treatment.",https://www.mayoclinic.org/diseases-conditions/peyronies-disease/symptoms-causes/syc-20353468
Sore throat,,,https://www.mayoclinic.org/diseases-conditions/sore-throat/symptoms-causes/syc-20351635
Phenylketonuria (PKU),"Phenylketonuria (fen-ul-key-toe-NU-ree-uh), also called PKU, is a rare inherited disorder that causes an amino acid called phenylalanine to build up in the body.PKUis caused by a change in the phenylalanine hydroxylase (PAH) gene. This gene helps create the enzyme needed to break down phenylalanine.
Without the enzyme necessary to break down phenylalanine, a dangerous buildup can develop when a person withPKUeats foods that contain protein or eats aspartame, an artificial sweetener. This can eventually lead to serious health problems.
For the rest of their lives, people withPKU— babies, children and adults — need to follow a diet that limits phenylalanine, which is found mostly in foods that contain protein. Newer medications may allow some people withPKUto eat a diet that has a higher or an unrestricted amount of phenylalanine.
Babies in the United States and many other countries are screened forPKUsoon after birth. Although there is no cure forPKU, recognizingPKUand starting treatment right away can help prevent limitations in areas of thinking, understanding and communicating (intellectual disability) and major health problems.","Newborns withPKUinitially don't have any symptoms. However, without treatment, babies usually develop signs ofPKUwithin a few months. | Signs and symptoms of untreatedPKUcan be mild or severe and may include: | A musty odor in the breath, skin or urine, caused by too much phenylalanine in the body | Nervous system (neurological) problems that may include seizures | Skin rashes, such as eczema | Lighter skin, hair and eye color than family members, because phenylalanine can't transform into melanin — the pigment responsible for hair and skin tone | Unusually small head size (microcephaly) | Hyperactivity | Intellectual disability | Delayed development | Behavioral, emotional and social problems | Mental health disorders",https://www.mayoclinic.org/diseases-conditions/phenylketonuria/symptoms-causes/syc-20376302
Pheochromocytoma,"A pheochromocytoma (fee-o-kroe-moe-sy-TOE-muh) is a rare tumor that grows in an adrenal gland. Most often, the tumor is not cancer. When a tumor isn't cancer, it's called benign.
You have two adrenal glands — one at the top of each kidney. The adrenal glands make hormones that help control key processes in the body, such as blood pressure. Usually, a pheochromocytoma forms in only one adrenal gland. But tumors can grow in both adrenal glands.
With a pheochromocytoma, the tumor releases hormones that can cause various symptoms. They include high blood pressure, headache, sweating and symptoms of a panic attack. If a pheochromocytoma isn't treated, serious or life-threatening damage to other body systems can happen.
Surgery to remove a pheochromocytoma often returns blood pressure to a healthy range.","A pheochromocytoma often causes the following symptoms: | High blood pressure. | Headache. | Heavy sweating. | Rapid heartbeat. | Some people with pheochromocytomas also have symptoms such as: | Nervous shaking. | Skin that turns a lighter color, also called pallor. | Shortness of breath. | Panic attack-type symptoms, which can include sudden intense fear. | Anxiety or a sense of doom. | Vision problems. | Constipation. | Weight loss. | Some people with pheochromocytomas have no symptoms. They don't realize they have the tumor until an imaging test happens to find it.",https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367
Thrombophlebitis,,,https://www.mayoclinic.org/diseases-conditions/thrombophlebitis/symptoms-causes/syc-20354607
Social anxiety disorder (social phobia),"It's normal to feel nervous in some social situations. For example, going on a date or giving a presentation may cause that feeling of butterflies in your stomach. But in social anxiety disorder, also called social phobia, everyday interactions cause significant anxiety, self-consciousness and embarrassment because you fear being scrutinized or judged negatively by others.
In social anxiety disorder, fear and anxiety lead to avoidance that can disrupt your life. Severe stress can affect your relationships, daily routines, work, school or other activities.
Social anxiety disorder can be a chronic mental health condition, but learning coping skills in psychotherapy and taking medications can help you gain confidence and improve your ability to interact with others.","Feelings of shyness or discomfort in certain situations aren't necessarily signs of social anxiety disorder, particularly in children. Comfort levels in social situations vary, depending on personality traits and life experiences. Some people are naturally reserved and others are more outgoing. | In contrast to everyday nervousness, social anxiety disorder includes fear, anxiety and avoidance that interfere with relationships, daily routines, work, school or other activities. Social anxiety disorder typically begins in the early to mid-teens, though it can sometimes start in younger children or in adults. | Signs and symptoms of social anxiety disorder can include constant: | Fear of situations in which you may be judged negatively | Worry about embarrassing or humiliating yourself | Intense fear of interacting or talking with strangers | Fear that others will notice that you look anxious | Fear of physical symptoms that may cause you embarrassment, such as blushing, sweating, trembling or having a shaky voice | Avoidance of doing things or speaking to people out of fear of embarrassment | Avoidance of situations where you might be the center of attention | Anxiety in anticipation of a feared activity or event | Intense fear or anxiety during social situations | Analysis of your performance and identification of flaws in your interactions after a social situation | Expectation of the worst possible consequences from a negative experience during a social situation | For children, anxiety about interacting with adults or peers may be shown by crying, having temper tantrums, clinging to parents or refusing to speak in social situations. | Performance type of social anxiety disorder is when you experience intense fear and anxiety during speaking or performing in public but not in other types of more general social situations. | Physical signs and symptoms can sometimes accompany social anxiety disorder and may include: | Blushing | Fast heartbeat | Trembling | Sweating | Upset stomach or nausea | Trouble catching your breath | Dizziness or lightheadedness | Feeling that your mind has gone blank | Muscle tension | Common, everyday experiences may be hard to endure when you have social anxiety disorder, including: | Interacting with unfamiliar people or strangers | Attending parties or social gatherings | Going to work or school | Starting conversations | Making eye contact | Dating | Entering a room in which people are already seated | Returning items to a store | Eating in front of others | Using a public restroom | Social anxiety disorder symptoms can change over time. They may flare up if you're facing a lot of changes, stress or demands in your life. Although avoiding situations that produce anxiety may make you feel better in the short term, your anxiety is likely to continue over the long term if you don't get treatment. | See your doctor or a mental health professional if you fear and avoid normal social situations because they cause embarrassment, worry or panic.",https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561
Frontotemporal dementia,"Frontotemporal dementia (FTD) is an umbrella term for a group of brain diseases that mainly affect the frontal and temporal lobes of the brain. These areas of the brain are associated with personality, behavior and language.
In frontotemporal dementia, parts of these lobes shrink, known as atrophy. Symptoms depend on which part of the brain is affected. Some people with frontotemporal dementia have changes in their personalities. They become socially inappropriate and may be impulsive or emotionally indifferent. Others lose the ability to properly use language.
Frontotemporal dementia can be misdiagnosed as a mental health condition or as Alzheimer's disease. ButFTDtends to occur at a younger age than does Alzheimer's disease. It often begins between the ages of 40 and 65, although it can occur later in life as well.FTDis the cause of dementia about 10% to 20% of the time.","Symptoms of frontotemporal dementia differ from one person to the next. Symptoms get worse over time, usually over years. | People with frontotemporal dementia tend to have clusters of symptom types that occur together. They also may have more than one cluster of symptom types.",https://www.mayoclinic.org/diseases-conditions/frontotemporal-dementia/symptoms-causes/syc-20354737
Hemorrhoids,"Hemorrhoids (HEM-uh-roids), also called piles, are swollen veins in the anus and lower rectum. Hemorrhoids are similar to varicose veins. Hemorrhoids can develop inside the rectum, called internal hemorrhoids. They also can develop under the skin around the anus, called external hemorrhoids.
There are several options available to treat hemorrhoids. Many people get relief with home treatments and lifestyle changes.",Symptoms of hemorrhoids usually depend on the type of hemorrhoid.,https://www.mayoclinic.org/diseases-conditions/hemorrhoids/symptoms-causes/syc-20360268
Sacral dimple,"A sacral dimple is an indentation or pit in the skin on the lower back that is present at birth in some babies. It's usually just above the crease between the buttocks. Most sacral dimples are harmless and don't need treatment.
A sacral dimple can be a sign of a serious spinal problem in a newborn if the dimple is large or appears near a tuft of hair, skin tag, lump or discolored area. In these instances, your child's health care provider may recommend an imaging test. If a spinal problem is found, treatment depends on the underlying cause.",A sacral dimple is an indentation or pit in the skin on the lower back. It's usually located just above the crease between the buttocks.,https://www.mayoclinic.org/diseases-conditions/sacral-dimple/symptoms-causes/syc-20377353
Acne,"Acne is a skin condition that occurs when your hair follicles become plugged with oil and dead skin cells. It causes whiteheads, blackheads or pimples. Acne is most common among teenagers, though it affects people of all ages.
Effective acne treatments are available, but acne can be persistent. The pimples and bumps heal slowly, and when one begins to go away, others seem to crop up.
Depending on its severity, acne can cause emotional distress and scar the skin. The earlier you start treatment, the lower your risk of such problems.","Acne signs vary depending on the severity of your condition: | Whiteheads (closed plugged pores) | Blackheads (open plugged pores) | Small red, tender bumps (papules) | Pimples (pustules), which are papules with pus at their tips | Large, solid, painful lumps under the skin (nodules) | Painful, pus-filled lumps under the skin (cystic lesions) | Acne usually appears on the face, forehead, chest, upper back and shoulders.",https://www.mayoclinic.org/diseases-conditions/acne/symptoms-causes/syc-20368047
Pinched nerve,"A pinched nerve occurs when too much pressure is applied to a nerve by surrounding tissues, such as bones, cartilage, muscles or tendons. This pressure can cause pain, tingling, numbness or weakness.
A pinched nerve can occur in many areas of the body. For example, a herniated disk in the lower spine may put pressure on a nerve root. This may cause pain that radiates down the back of the leg. A pinched nerve in the wrist can lead to pain and numbness in the hand and fingers, known as carpal tunnel syndrome.
With rest and other conservative treatments, most people recover from a pinched nerve within a few days or weeks. Sometimes, surgery is needed to relieve pain from a pinched nerve.","Pinched nerve symptoms include: | Numbness or less feeling in the area supplied by the nerve. | Sharp, aching or burning pain, which may radiate outward. | Tingling, or a pins and needles feeling. | Muscle weakness in the affected area. | Often feeling as if a foot or hand has ""fallen asleep."" | Symptoms related to a pinched nerve may be worse when you're sleeping.",https://www.mayoclinic.org/diseases-conditions/pinched-nerve/symptoms-causes/syc-20354746
Pineoblastoma,"Pineoblastoma is a type of cancer that starts in the brain's pineal gland. The pineal gland is located in the center of the brain. The gland makes a hormone called melatonin. Melatonin plays a role in the body's natural sleep-wake cycle.
Pineoblastoma begins as a growth of cells in the pineal gland. The cells grow quickly and can invade and destroy healthy body tissue.
Pineoblastoma can occur at any age. But it happens most often in young children. Pineoblastoma may cause headaches, sleepiness and changes in the way the eyes move.
Pineoblastoma can be very difficult to treat. It can spread within the brain and into the fluid around the brain. This fluid is called cerebrospinal fluid. Pineoblastoma almost never spreads beyond the central nervous system. Treatment usually involves surgery to remove as much of the cancer as possible. Additional treatments also may be recommended.",Pineoblastoma signs and symptoms include: | Behavior changes. | Headaches. | Lack of energy. | Nausea. | Problems with memory and thinking. | Pineoblastoma sometimes causes eye symptoms. This can happen when the cancer causes pressure on parts of the brain that help with vision. The eye symptoms that pineoblastoma causes are sometimes called Parinaud syndrome. Eye symptoms caused by pineoblastoma include: | Blurred vision. | Double vision. | Problems focusing on objects that are up close. | Problems looking upward.,https://www.mayoclinic.org/diseases-conditions/pineoblastoma/symptoms-causes/syc-20577723
Pink eye (conjunctivitis),"Pink eye is an inflammation of the transparent membrane that lines the eyelid and eyeball. This membrane is called the conjunctiva. When small blood vessels in the conjunctiva become swollen and irritated, they're more visible. This is what causes the whites of the eyes to appear reddish or pink. Pink eye also is called conjunctivitis.
Pink eye is most often caused by a viral infection. It also can be caused by a bacterial infection, an allergic reaction or — in babies — an incompletely opened tear duct.
Though pink eye can be irritating, it rarely affects your vision. Treatments can help ease the discomfort of pink eye. Because pink eye can be contagious, getting an early diagnosis and taking certain precautions can help limit its spread.","The most common pink eye symptoms include: | Redness in one or both eyes. | Itchiness in one or both eyes. | A gritty feeling in one or both eyes. | A discharge in one or both eyes that forms a crust during the night that may prevent your eye or eyes from opening in the morning. | Tearing. | Sensitivity to light, called photophobia.",https://www.mayoclinic.org/diseases-conditions/pink-eye/symptoms-causes/syc-20376355
Pinworm infection,,,https://www.mayoclinic.org/diseases-conditions/pinworm/symptoms-causes/syc-20376382
Pituitary tumors,"Pituitary tumors are unusual growths that develop in the pituitary gland. This gland is an organ about the size of a pea. It's located behind the nose at the base of the brain. Some of these tumors cause the pituitary gland to make too much of certain hormones that control important body functions. Others can cause the pituitary gland to make too little of those hormones.
Most pituitary tumors are benign. That means they are not cancer. Another name for these noncancerous tumors is pituitary adenomas. Most adenomas stay in the pituitary gland or in the tissue around it, and they grow slowly. They typically don't spread to other parts of the body.
Pituitary tumors can be treated in several ways. The tumor may be removed with surgery. Or its growth may be controlled with medications or radiation therapy. Sometimes, hormone levels are managed with medicine. Your health care provider may suggest a combination of these treatments. In some cases, observation — also called a ''wait-and-see'' approach — may be the right choice.","Not all pituitary tumors cause symptoms. Sometimes these tumors are found during an imaging test, such as anMRIor aCTscan, that is done for another reason. If they don't cause symptoms, pituitary tumors usually don't need treatment. | Pituitary tumor symptoms may be caused by a tumor putting pressure on the brain or on other parts of the body nearby. Symptoms also can be caused by a hormone imbalance. Hormone levels can rise when a pituitary tumor makes too much of one or more hormones. Or a large tumor that disrupts the way the pituitary gland works may cause hormone levels to fall.",https://www.mayoclinic.org/diseases-conditions/pituitary-tumors/symptoms-causes/syc-20350548
Hypopituitarism,"Hypopituitarism is a rare condition in which the pituitary gland doesn't make one or more hormones or doesn't make enough hormones.
The pituitary gland is a kidney-bean-sized gland at the base of your brain. It is part of the body's system of glands that make hormones, called the endocrine system. The pituitary gland makes several hormones. They act on nearly every part of the body.
Hypopituitarism is when there isn't enough of one or more of the pituitary hormones. This lack of hormones, called a deficiency, can affect how the body works in many ways. These include growth, blood pressure and the ability to have children, among others. Symptoms depend on which hormones are missing.
People who have hypopituitarism usually need to take medicines for the rest of their lives. These medicines replace the missing hormones, which helps control symptoms.","The symptoms of hypopituitarism usually start slowly and get worse over time. They might not be noticed for months or even years. But for some people, symptoms start suddenly. | Symptoms of hypopituitarism vary from person to person. Symptoms depend on what hormones are missing and how little of the hormone is being made. There might be more than one hormone that's low. A second hormone deficiency might increase the symptoms of the first one. Or sometimes, it might hide those symptoms.",https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645
Pityriasis rosea,,,https://www.mayoclinic.org/diseases-conditions/pityriasis-rosea/symptoms-causes/syc-20376405
Tinea versicolor,,,https://www.mayoclinic.org/diseases-conditions/tinea-versicolor/symptoms-causes/syc-20378385
Polycystic kidney disease,"Polycystic kidney disease (PKD) is a condition in which clusters of cysts grow in the body, mainly in the kidneys. Over time, the cysts may cause the kidneys to get bigger and stop working. PKD is most often passed through families. This is called an inherited condition.
Cysts are round sacs with fluid in them. They are not cancer. In PKD, the cysts vary in size. They can grow very large. Having many cysts or large cysts can damage the kidneys.
Polycystic kidney disease also can cause cysts to grow in the liver, the pancreas and other places in the body. The disease can cause serious complications, including high blood pressure and kidney failure.
PKD varies greatly in how bad it is. It's possible to prevent some complications. Lifestyle changes and treatments might help reduce damage to the kidneys.","Polycystic kidney disease symptoms can include: | High blood pressure. | Belly, side or back pain. | Blood in the urine. | A feeling of fullness in the belly. | Increased size of the belly from enlarged kidneys. | Headaches. | Kidney stones. | Kidney failure. | Urinary tract or kidney infections.",https://www.mayoclinic.org/diseases-conditions/polycystic-kidney-disease/symptoms-causes/syc-20352820
Placenta accreta,,,https://www.mayoclinic.org/diseases-conditions/placenta-accreta/symptoms-causes/syc-20376431
Placenta previa,,,https://www.mayoclinic.org/diseases-conditions/placenta-previa/symptoms-causes/syc-20352768
Placental abruption,,,https://www.mayoclinic.org/diseases-conditions/placental-abruption/symptoms-causes/syc-20376458
Plague,"Plague is a serious illness caused by a germ called Yersinia pestis. The germs mostly live in small rodents and their fleas. The most common way for humans to get plague is a flea bite.
Plague is a rare disease. The illness mostly occurs in only a few countries around the world. In the United States, plague affects a few people each year in rural or semirural areas of western states.
Plague usually can be treated with antibiotics. If not treated, the illness is often deadly.
Plague is considered a potential bioweapon. The U.S. government has plans and treatments in place if the disease is used as a weapon.",There are three types of plague. The symptoms vary for each type.,https://www.mayoclinic.org/diseases-conditions/plague/symptoms-causes/syc-20351291
Plantar fasciitis,"Plantar fasciitis (PLAN-tur fas-e-I-tis) is one of the most common causes of heel pain. It involves inflammation of a thick band of tissue that runs across the bottom of each foot and connects the heel bone to the toes, known as the plantar fascia.
Plantar fasciitis commonly causes stabbing pain that often occurs with your first steps in the morning. As you get up and move, the pain normally decreases, but it might return after long periods of standing or when you stand up after sitting.
The cause of plantar fasciitis is poorly understood. It is more common in runners and in people who are overweight.","Plantar fasciitis typically causes a stabbing pain in the bottom of your foot near the heel. The pain is usually the worst with the first few steps after awakening, although it also can be triggered by long periods of standing or when you get up from sitting.",https://www.mayoclinic.org/diseases-conditions/plantar-fasciitis/symptoms-causes/syc-20354846
Morton's neuroma,"Morton's neuroma is a painful condition that affects the ball of your foot, most commonly the area between your third and fourth toes. Morton's neuroma may feel as if you are standing on a pebble in your shoe or on a fold in your sock.
Morton's neuroma involves a thickening of the tissue around one of the nerves leading to your toes. This can cause a sharp, burning pain in the ball of your foot. You may have stinging, burning or numbness in the affected toes.
High-heeled or tight shoes have been linked to the development of Morton's neuroma. Many people experience relief by switching to lower heeled shoes with wider toe boxes. Sometimes corticosteroid injections or surgery may be necessary.","Typically, there's no outward sign of this condition, such as a lump. Instead, you may experience the following symptoms: | A feeling as if you're standing on a pebble in your shoe | A burning pain in the ball of your foot that may radiate into your toes | Tingling or numbness in your toes | In addition to these symptoms, you may find that removing your shoe and rubbing your foot often helps to relieve the pain.",https://www.mayoclinic.org/diseases-conditions/mortons-neuroma/symptoms-causes/syc-20351935
Plantar warts,"Plantar warts are small, rough growths on the feet. They usually show up on the balls and heels of the feet, the areas that bear the most pressure. This pressure may also cause a wart to grow inward beneath a hard, thick layer of skin (callus).
Plantar warts are caused by HPV. This virus enters through tiny cuts or breaks on the bottom of the feet.
Most plantar warts aren't a serious health concern and often go away without treatment, especially in children under 12. To get rid of them sooner, you can try self-care treatments or see your health care provider.","Plantar wart signs and symptoms include: | A small, rough growth on the bottom of your foot, usually at the base of the toes or on the ball or heel | On brown and Black skin, the growth may be lighter than unaffected skin | Hard, thickened skin (callus) over a spot on the skin, where a wart has grown inward | Black pinpoints, which are small clotted blood vessels commonly called wart seeds | A cluster of growths on the sole of the foot (mosaic warts) | A growth that interrupts the normal lines and ridges in the skin of your foot | Pain or tenderness when walking or standing",https://www.mayoclinic.org/diseases-conditions/plantar-warts/symptoms-causes/syc-20352691
